,城市,公司名称,学历要求,工作经验,招聘岗位,薪资待遇,职位描述,薪资下限,薪资上限
255,上海市,上海从鲸信息技术有限公司,本科,不限,跨境搜索推荐-大数据研发工程师,30000-60000元/月,"岗位职责：
1、负责搜索推荐服务数据体系的研发设计和建设，通过数据产品和数据服务等方式，赋能商家、运营的业务增长； 
2、负责搜索推荐服务的数据建设、数据服务化的设计、开发、性能优化，为上层分析和挖掘提供可靠、统一的离线+实时数据服务； 
3、负责搜索推荐场景的用户画像、正倒排索引开发； 
4、负责搜索推荐系统的实时监控大盘、实验指标监控、数据质量监控等功能的开发。
任职要求：
1、计算机相关专业，本科及以上学历，1-5年大数据开发相关工作经验，有电商搜索/推荐系统相关研发经验者优先； 
2、熟悉Kafka/Spring/MyBatis/Elastic Search/Redis等相关开发技术； 
3、精通Java/Python/Scala等至少一门语言，熟悉Hadoop/Spark/Hive/HBase/Flink等大数据研发工具； 
4、对流式计算系统有深入的了解，深入掌握Flink DataStream、FlinkSQL、Flink Checkpoint、Flink State等模块，有Flink源码阅读经验优先； 
5、熟悉常见消息队列原理，有Kafka、Plusar、RocketMQ等项目源码阅读经验优先； 
6、优秀的自我驱动力和责任心，良好的沟通表达能力和团队合作精神，学习能力强有责任心，不断挑战自己。
加分项：
1、有海外电商经验者优先，熟悉多国家、多语言环境下的架构设计者优先； 
2、大型互联网系统（广告、搜索、推荐）开发经验者优先。",30000,60000
256,上海市,上海从鲸信息技术有限公司,本科,不限,跨境搜索推荐-大数据研发工程师,40000-70000元/月,"岗位职责
1、负责搜索推荐服务数据体系的研发设计和建设，通过数据产品和数据服务等方式，赋能商家、运营的业务增长；

2、负责搜索推荐服务的数据建设、数据服务化的设计、开发、性能优化，为上层分析和挖掘提供可靠、统一的离线+实时数据服务；

3、负责搜索推荐场景的用户画像、正倒排索引开发；

4、负责搜索推荐系统的实时监控大盘、实验指标监控、数据质量监控等功能的开发。

任职要求
1、计算机相关专业，本科及以上学历，1-5年大数据开发相关工作经验，有电商搜索/推荐系统相关研发经验者优先；

2、熟悉Kafka/Spring/MyBatis/Elastic Search/Redis等相关开发技术；

3、精通Java/Python/Scala等至少一门语言，熟悉Hadoop/Spark/Hive/HBase/Flink等大数据研发工具；

4、对流式计算系统有深入的了解，深入掌握Flink DataStream、FlinkSQL、Flink Checkpoint、Flink State等模块，有Flink源码阅读经验优先；

5、熟悉常见消息队列原理，有Kafka、Plusar、RocketMQ等项目源码阅读经验优先；

6、优秀的自我驱动力和责任心，良好的沟通表达能力和团队合作精神，学习能力强有责任心，不断挑战自己。

加分项
1、有海外电商经验者优先，熟悉多国家、多语言环境下的架构设计者优先；

2、大型互联网系统（广告、搜索、推荐）开发经验者优先。",40000,70000
257,上海市,深圳屹艮科技有限公司,硕士,1-3年,电池大数据-算法工程师（上海),25000-50000元/月,"此岗位常驻上海

岗位职责：
1. 电池相关数据算法开发、模型构建与部署推理
2. 运用机器学习、深度学习等方法进行电池大数据挖掘和性能预测
3. 负责电池、材料相关大数据数据维护、数据分析

任职要求：
1. 电化学、车辆工程、计算机、数学、物理、材料等相关专业本科及以上学历（优先考虑硕士以上学位）
2. 具有电池、材料相关大数据算法开发经验，熟悉统计分析与各种机器学习算法
3. 熟悉Python与常见的数据分析库；了解至少一种框架，如Flask, Django, FastAPI等；
4.了解一种常见的数据库，例如MySQL、PG等；了解Nginx,  Gunicorn,  Redis， Shell
5. 具有良好的逻辑思维、数据分析建模能力以及持续学习的能力
6. 具备良好的沟通能力、策略文档、开发文档编写能力",25000,50000
258,上海市,上海从鲸信息技术有限公司,本科,不限,跨境搜索推荐-大数据研发工程师,40000-70000元/月,"岗位职责：

1、负责搜索推荐服务数据体系的研发设计和建设，通过数据产品和数据服务等方式，赋能商家、运营的业务增长； 

2、负责搜索推荐服务的数据建设、数据服务化的设计、开发、性能优化，为上层分析和挖掘提供可靠、统一的离线+实时数据服务； 

3、负责搜索推荐场景的用户画像、正倒排索引开发； 

4、负责搜索推荐系统的实时监控大盘、实验指标监控、数据质量监控等功能的开发。

任职要求：

1、计算机相关专业，本科及以上学历，1-5年大数据开发相关工作经验，有电商搜索/推荐系统相关研发经验者优先； 

2、熟悉Kafka/Spring/MyBatis/Elastic Search/Redis等相关开发技术； 

3、精通Java/Python/Scala等至少一门语言，熟悉Hadoop/Spark/Hive/HBase/Flink等大数据研发工具； 

4、对流式计算系统有深入的了解，深入掌握Flink DataStream、FlinkSQL、Flink Checkpoint、Flink State等模块，有Flink源码阅读经验优先； 

5、熟悉常见消息队列原理，有Kafka、Plusar、RocketMQ等项目源码阅读经验优先； 

6、优秀的自我驱动力和责任心，良好的沟通表达能力和团队合作精神，学习能力强有责任心，不断挑战自己。

加分项：

1、有海外电商经验者优先，熟悉多国家、多语言环境下的架构设计者优先； 

2、大型互联网系统（广告、搜索、推荐）开发经验者优先。",40000,70000
259,上海市,拼多多上海网络科技有限公司,本科,3-5年,大数据开发工程师（商业化方向）,30000-60000元/月,"1、负责广告部大规模机器学习离线样本数据流的开发和维护，提高离线特征抽取计算的复用性；
2、负责广告部大规模机器学习离线特征的存储组件选型和开发，避免特征数据重复存储，提高存储效率；
3、负责广告部大规模机器学习离线数据流平台的开发和维护，提高算法离线特征调研迭代效率；
4、构建机器学习数据质量体系，持续提升数据质量和及时发现数据问题；
5、跟踪和调研前沿的数据处理和分析、存储技术，不断提升计算和存储效率；
任职要求：
1、对数据处理相关技术如hadoop、spark、flink等有一定的了解
2、对Java、Python有一定的理解；
3、对hbase等列式存储系统有实际使用经验；
4、有机器学习、大型电商系统、互联网广告、数据挖掘、流计算相关经验者优先。",30000,60000
260,上海市,上海从鲸信息技术有限公司,本科,不限,跨境搜索推荐-大数据研发工程师,40000-70000元/月,"岗位职责
1、负责搜索推荐服务数据体系的研发设计和建设，通过数据产品和数据服务等方式，赋能商家、运营的业务增长；

2、负责搜索推荐服务的数据建设、数据服务化的设计、开发、性能优化，为上层分析和挖掘提供可靠、统一的离线+实时数据服务；

3、负责搜索推荐场景的用户画像、正倒排索引开发；

4、负责搜索推荐系统的实时监控大盘、实验指标监控、数据质量监控等功能的开发。

任职要求
1、计算机相关专业，本科及以上学历，1-5年大数据开发相关工作经验，有电商搜索/推荐系统相关研发经验者优先；

2、熟悉Kafka/Spring/MyBatis/Elastic Search/Redis等相关开发技术；

3、精通Java/Python/Scala等至少一门语言，熟悉Hadoop/Spark/Hive/HBase/Flink等大数据研发工具；

4、对流式计算系统有深入的了解，深入掌握Flink DataStream、FlinkSQL、Flink Checkpoint、Flink State等模块，有Flink源码阅读经验优先；

5、熟悉常见消息队列原理，有Kafka、Plusar、RocketMQ等项目源码阅读经验优先；

6、优秀的自我驱动力和责任心，良好的沟通表达能力和团队合作精神，学习能力强有责任心，不断挑战自己。

加分项
1、有海外电商经验者优先，熟悉多国家、多语言环境下的架构设计者优先；

2、大型互联网系统（广告、搜索、推荐）开发经验者优先。",40000,70000
261,上海市,上海万物新生环保科技集团有限公司,本科,3-5年,高级数仓开发工程师(大数据),20000-28000元/月,"数据开发工程师 岗位职责：
1）参与数据仓库建设，负责数据开发与优化工作
2）及时处理ETL异常问题，保障数据及时、准确
3）参与数据治理，包含元数据维护和数据质量监控等
4）对接业务数据需求，负责数据看板开发，沉淀数据资产


任职要求：
1）大学本科或以上学历，计算机、数学等相关专业，5年以上数据开发经验
2）有数据仓库开发、数据建模、ETL开发经验
3）精通SQL，熟悉主流数据库技术，如Hive、Presto、Spark、GreenPlum、Oracle、MySql等
4）能快速理解业务，善于和业务方沟通并转化成数据看板、自驱力强
5）有数据分析经验和数据产品工作经验是加分项",20000,28000
262,上海市,上海游族信息技术有限公司,不限,3-5年,大数据高级java开发工程师,20000-30000元/月,"工作内容：
1、负责内部数据产品建设，进行流程设计、接口文档编写、开发、联调、测试；
2、根据产品经理的设计方案，设计表结构、编写时序图、技术架构、代码编写、测试等；
3、负责代码自查、代码互查，规范代码的易读性和性能；
4、运维已上线的应用，及时解决业务人员对系统的困难。

任职资格：
1、熟悉常用的Java开发框架，如Spring Boot、Spring MVC等，具有3年及以上java开发经验，本科及以上学历；
2、熟悉JVM，掌握基本的JVM调优和问题定位方法；
3、熟练掌握mysql数据库，熟练编写各种类型的sql并调优；
4、掌握HBase、Redis、OLAP引擎等开源大数据存储技术，并能结合不同的业务场景深入使用
5、熟练掌握jetty、tomcat容器，具备独立发布项目的能力；
6、熟悉持续集成和持续部署工具，如Jenkins、Git等，熟悉Linux操作系统和常用命令；
7、必须要勤于思考，对业务要有一定自我思考能力和乐于接受他人观点的胸怀；
8、具备一定的系统设计思想，规避可能影响的危险点。",20000,30000
263,上海市,上海分值医学科技有限公司,本科,1-3年,上海-医疗大数据软件实施经理,10000-15000元/月,"岗位职责：
1、医院大数据软件的安装和应用；
2、协助项目经理做好前期的项目准备工作，包括项目调研、需求整理、需用户提供支持的相关材料梳理等；
3、问题的初步判断、协调资源并跟踪处理；
4、协助项目经理推动项目实施进度，与各方沟通协调；
5、对于系统用户开展培训工作。


任职要求：
1、熟练掌握pg,MySQL等主流数据库，能使用和编写sql脚本，存储过程；
2、具有良好的沟通能力、团队合作能力、快速学习能力、理解能力；
3、有1~3年医疗行业交付实施经验，有医院和卫健委等项目交付实施经验，如果有DIP,DRG系统实施经验者优先。",10000,15000
264,上海市,上海南洋万邦软件技术有限公司,本科,5-10年,大数据治理总监（子公司宏优）,30000-40000元/月,"工作职责：
1.负责大数据治理工作客户需求对接，带领团队进行技术架构设计，完善数据治理全生命周期管理的流程与规范，并推进落地实施；
2.梳理细化完善数据治理工作的角色和职责，持续优化数据治理体系，加强数据资产、数据标准和数据质量管理；
3.根据应用场景需求，编制数据操作规范、数据度量指标等具体治理要求和方案，协同上下游完成治理任务；
4.指导建设数据治理平台和项目，参与公共数据治理模型设计，数据质量标准的制定；
5.完成其他数据治理相关工作任务。

岗位要求：
1.有5年以上大数据治理相关工作经验，熟悉公共数据治理工作，具备较强的数据治理设计及规划能力;有政务行业数据项目经验优先；
2. 具备优秀的业务理解和分析能力，具备一定的商业数据分析和数据治理的经验；
3,熟悉数据架构设计，掌握数据集成/数据加工/数据分析/数据治理的相关方法；
4.掌握DCMM、DAMA等数据治理相关方法论和数据治理体系架构,CDP、CDMP优先；
5.优秀的文档撰写和协同沟通能力，具有较强的领导力和团队管理能力，能够有效整合资源，开展跨团队和跨部门的沟通协作，推动目标的达成；
6.个人风格务实踏实，皮实进取，具有承受一定的工作压力和适用高节奏的工作能力。",30000,40000
265,上海市,上海南洋万邦软件技术有限公司,本科,5-10年,大数据项目经理（子公司宏优）,16000-24000元/月,"岗位职责：
1、负责大数据平台架构设计、能力设计与优化设计，持续推动大数据平台能力提升和稳定高效运行；
2、负责大数据平台和AI相关需求分析、技术方案制定与实施，为业务提供完整可靠的技术解决方案；
3、负责大数据平台建设和运行等过程中出现的重大难点、卡点问题推进与解决；
4、负责大数据平台需求分析、功能设计、功能开发、测试上线等开发全流程进度、质量和风险跟进，确保项目顺利交付并达到预期效果；
5、负责大数据平台相关流程设计与优化迭代，持续改善用户体验，提高用户满意度。
任职要求：
1、相关工作年限：5年以上大数据领域相关建设工作经验，具备大数据项目尤其政务大数据项目实施经验者优先考虑。
2、熟悉大数据生态圈，具备大数据技术栈丰富的架构与实战经验，如Hadoop、Spark、Hive、HBase、Kafka、ClickHouse、Doris等，并有实际落地开发工作经验优先。
3、学历：大学本科及以上学历。
4、专业：软件工程、数据治理、数据分析、计算机等相关专业优先。
具备较强的沟通能力、技术能力、执行能力和项目管理能力。",16000,24000
266,上海市,上海达学信息科技工作室个人独资,本科,3-5年,大数据开发工程师（远程办公）,150-200元/月,"工作职责:
1、基于HIVE+SPARK进行数仓、集市开发，可根据需求分析完成数据仓库、数据集市、BI报表等开发;
2、负责与用户沟通、澄清需求，验证底层数据，完成数据产出;
3、根据业务发展需要进行数据仓库、数据集市建设，保证指标口径的统一完善;
4、基于Flink完成实时指标开发
5、与团队形成良好沟通，有效传达设计意图，并持续跟进设计的调整和优化;

任职资格:
1、本科及以上学历，计算机相关专业，3年以上大数据开发工作经验，处理数据量TB级及以上;
2、3年及以上企业级数仓集市设计、开发经验，深入了解数据仓库集市设计理念及建模方法;
3、熟悉Hadoop生态圈，重点熟悉Hive、Spark、 Flink等关键组件，且有相关开发经历;
4、熟练Hive数据库，精通Hql开发及其调试调优，熟悉ETL开发流程、熟悉主流的ETL调度平台;
5、熟悉主流BI开发工具
6、思维清晰敏捷，逻辑分析能力强，具有良好的语言和书面表达能力;为人热情活泼，有良好的团队协作能力。",150,200
267,上海市,华为技术有限公司,本科,不限,【正式岗位】大数据开发工程师,35000-60000元/月,"1、负责鲲鹏处理器下，Spark、Hive、Hbase等大数据组件性能优化需求的详细设计和开发
2、负责华为数据虚拟化引擎openLooKeng的技术竞争力构筑、需求开发、开源社区建设
3、参与大数据业务的workload特征分析、建模和性能调优
要求：
1、熟悉C/C++、Java、Scala、SQL等一门或多门编程语言，有良好的编程习惯，熟悉设计模式者优先
2、深入理解大数据生态圈，有扎实的算法及数据结构基础
3、熟悉Linux操作系统下的开发和性能分析流程，了解计算机体系结构",35000,60000
268,上海市,阿里云计算有限公司,硕士,1-3年,大数据AI平台运维开发工程师,30000-40000元/月,"职位描述：
1. 负责大数据SRE运营支撑平台、运维自动化平台及其运维组件的设计和开发、优化，编码改进运维支持系统，并保证其安全高效稳定的运行，提升运维质量及效率
2. 负责提供数据可视化产品级解决方案，帮助大数据内外部用户快速完成数据可视化方案，让用户高效低成本地展示数据、理解数据、挖掘数据.
3.负责平台对外商用化运维整体解决方案。

职位要求：
1、精通Unix/Linux操作系统、良好的编码规范.
2、具备2年以上开发经验或应届优秀毕业生，至少熟悉1种开发语言：python，go、Java.
3、具有良好的学习能力、沟通能力、服务理念和合作精神.
4、强烈的责任心与主动性，对所负责工作有owner意识，并能自我驱动成长.
5、熟悉python、web前端开发优先.
6、有运维自动化、监控系统、发布系统、运营支撑系统等开发经验者优先.
7、有大型分布式系统设计与开发经验者优先.
8、有良好的团队合作精神和积极主动的沟通意识，具有很强的学习能力和对新技术的追求精神，乐于分享.",30000,40000
269,上海市,上海蔚来汽车有限公司,本科,5-10年,大数据运维工程师(A178101),30000-50000元/月,"职位描述：
岗位职责：
-         数据平台建设与维护;
-         数据平台部署与管理工具建设;
-         数据平台日常故障处理;
-         数据安全保障;

职位要求：
-         熟悉主流开源数据组件，包括HDFS、YARN、Hive、Spark、Flink、Airflow、Flume、Presto、Kyuubi、ZK、Kafka等；
-         至少使用过一种自动化部署工具：Ansible、Saltstack等；   
-         深入理解操作系统、计算机网络；
-         至少了解一门语言（Python/Golang/Java等);
-         良好的沟通能力以及较强责任心。
-         深入理解Hadoop各组件的原理和实现，熟悉源码者优先； 
-         有身份认证、权限控制相关工作经验者优先,  如: LDAP、Kerberos、Sentry、Ranger等;
-         有公有云(AWS, 腾讯云)管理和使用经验者优先
-         有大数据运维平台开发经验者更佳",30000,50000
270,上海市,深圳市赢时胜信息技术股份有限公司,本科,5-10年,高级大数据（银行项目，长期稳定）,18000-20000元/月,"主要负责基于大数据平台服务能力建设，包括对接大数据集群的公共组件、工具等研发(1)工作年限方面:
本科及以上毕业，至少有6年项目开发经验。
(2)管理经验方面:
具备团队管理的经验，做为一个项目团队负责人或者核心骨干，牵头负责团队的研发任务的管理、设计等
(3)开发技能方面:
1、看得懂Java，或会一点Java基础即可
2、能熟练使用shell，进行脚本开发
3、熟悉spring、spring boot框架，有项目开发经验
4、熟悉常用中间件，如redis、Kafka、zookeeper等
5、熟悉hive、hbase、mysql、guassdb等数据库技术，有实际项目开发经历，了解ETL流程
6、熟悉主流大数据架构及组件，有实时、离线大数据开发经验",18000,20000
271,上海市,上海寻梦信息技术有限公司,本科,不限,大数据研发工程师(实时计算方向),30000-60000元/月,"【实时计算SQL引擎】
[岗位职责]
1. 负责 Flink 计算引擎 SQL 功能维护及优化。
2. 结合业务场景，进行 Flink 计算引擎功能扩展与稳定性优化，包括常用算子、各类存储的适配等。
3. 负责实时任务问题诊断功能开发。
4. 负责业务支持，提供参考解决方案，推动公司内业务场景实时化。

[任职要求]
1. 有实时计算引擎的使用经验或研发经验。
2. 有Flink、测试框架、数据库、SQL查询优化、LSM存储、性能优化、K8s任意一项相关经验者优先。
3. 优先考虑在开源社区活跃并有积极贡献者。
4. 具有认真的技术态度，积极沟通，懂得团队协作

【实时计算Runtime引擎】
[岗位职责]
1. 负责 Flink 实时计算场景可用性优化，包括调度加速、单点故障恢复及迁移、快速 checkpoint 及 state 恢复等。
2. 负责实时任务运行时稳定性保障，包括异常节点自动隔离、跨机房容灾等。
3. 负责结合业务需求及痛点，优化引擎易用性。

[任职要求]
1. 熟悉实时计算生态，理解实时业务场景。
2. 至少深入研究过一个大数据相关系统。
3. 有计算调度、存储系统、分布式系统高可用任意一项相关经验者优先。
4. 具有认真的技术态度，积极沟通，懂得团队协作。

【实时计算平台后端】
岗位职责
1. 负责大数据实时开发平台的开发，支持实时任务的开发、调试、运维、监控等。
2. 负责流式数据管控组件开发，实现统一的权限模型、对接实时计算引擎。

任职要求
1. 计算机软件或相关专业，两年以上互联网JAVA服务端开发经验。
2. 具备扎实的计算机理论基础，精通数据结构及算法。熟悉常见的面向对象设计模式，具备优秀的系统架构设计能力。
3. 精通Java语言编程，熟悉IO、多线程、集合等基础框架，具备优秀的Debug和Profiling的能力。熟悉Java服务端开发，熟悉MyBatis、Spring等后端开发框架。
4. 熟悉MySQL、Oracle等传统数据库原理，熟悉SQL调优和数据库性能优化方案，了解各种NoSQL的特性和使用场景。
5. 了解Flink、Storm、Spark、MapReduce、Hive等大数据生态体系。",30000,60000
272,上海市,深圳华锐分布式技术股份有限公司,本科,5-10年,大数据开发架构师（J10833）,20000-40000元/月,"工作职责
1、从事金融证券行业核心系统研发工作，基于数据平台构建计算框架及服务框架；
2、负责应用系统需求分析、技术选型、架构设计、框架搭建、核心算法设计，核心代码编写；
3、负责应用系统模块分解、核心接口设计、团队分工、开发管理等；
4、指导技术团队合理使用开发环境和支撑工具，牵头进行技术攻关，确保研发过程高效顺畅；
5、通过设计评审、代码评审等方式，识别通用组件或重构需求，保证开发质量。

任职资格
1、理解JVM原理，有JVM调优经验；
2、深刻理解设计模式，能独立完成某一个领域的建模；
3、熟悉网络并发编程，熟悉netty、disruptor框架原理；
4、熟悉Hadoop架构及生态技术栈，如：HBase、Hive、MapReduce、Spark、SparkStreaming、Kafka、ElasticSearch、Flink、Sqoop、Zookeeper等开源组件，具备源码阅读或修改经验佳优先；
5、有一定分布式实时并发计算开发经验，熟悉分布式存储和NoSQL数据库技术（如MonogoDB、Redis、Cassandra等）；
6、具备大型分布式、高并发、高负载、高可用系统设计、开发及调优经验，有大数据平台的软件开发和部署经验者；对数据流转和计算过程的事务、容错和可靠有深入的理解；
7、有数据平台开发及架构工作经验，搭建过亿万级数据量的数据平台系统开发经验者优先；
8、具备敏锐的技术嗅觉，熟悉业界技术发展动态，热爱技术

岗位必须具备以下能力
1、 需要解决哪些核心问题 ：引擎架构设计和规则开发
2、 关键核心技能：Flink、Drools、doris、Java
3、相关业务经验：实时/离线计算、数据中台",20000,40000
273,上海市,上海从鲸信息技术有限公司,本科,不限,跨境搜索推荐-大数据研发工程师,20000-40000元/月,"岗位职责
1、负责搜索推荐服务数据体系的研发设计和建设，通过数据产品和数据服务等方式，赋能商家、运营的业务增长；
2、负责搜索推荐服务的数据建设、数据服务化的设计、开发、性能优化，为上层分析和挖掘提供可靠、统一的离线+实时数据服务；
3、负责搜索推荐场景的用户画像、正倒排索引开发；
4、负责搜索推荐系统的实时监控大盘、实验指标监控、数据质量监控等功能的开发。

任职要求
1、计算机相关专业，本科及以上学历，1-5年大数据开发相关工作经验，有电商搜索/推荐系统相关研发经验者优先；
2、熟悉Kafka/Spring/MyBatis/Elastic Search/Redis等相关开发技术；
3、精通Java/Python/Scala等至少一门语言，熟悉Hadoop/Spark/Hive/HBase/Flink等大数据研发工具；
4、对流式计算系统有深入的了解，深入掌握Flink DataStream、FlinkSQL、Flink Checkpoint、Flink State等模块，有Flink源码阅读经验优先；
5、熟悉常见消息队列原理，有Kafka、Plusar、RocketMQ等项目源码阅读经验优先；
6、优秀的自我驱动力和责任心，良好的沟通表达能力和团队合作精神，学习能力强有责任心，不断挑战自己。

加分项
1、有海外电商经验者优先，熟悉多国家、多语言环境下的架构设计者优先；
2、大型互联网系统（广告、搜索、推荐）开发经验者优先。",20000,40000
274,上海市,上海从鲸信息技术有限公司,本科,不限,跨境搜索推荐-大数据研发工程师,30000-60000元/月,"岗位职责：
1、负责搜索推荐服务数据体系的研发设计和建设，通过数据产品和数据服务等方式，赋能商家、运营的业务增长； 
2、负责搜索推荐服务的数据建设、数据服务化的设计、开发、性能优化，为上层分析和挖掘提供可靠、统一的离线+实时数据服务； 
3、负责搜索推荐场景的用户画像、正倒排索引开发； 
4、负责搜索推荐系统的实时监控大盘、实验指标监控、数据质量监控等功能的开发。
任职要求：
1、计算机相关专业，本科及以上学历，1-5年大数据开发相关工作经验，有电商搜索/推荐系统相关研发经验者优先； 
2、熟悉Kafka/Spring/MyBatis/Elastic Search/Redis等相关开发技术； 
3、精通Java/Python/Scala等至少一门语言，熟悉Hadoop/Spark/Hive/HBase/Flink等大数据研发工具； 
4、对流式计算系统有深入的了解，深入掌握Flink DataStream、FlinkSQL、Flink Checkpoint、Flink State等模块，有Flink源码阅读经验优先； 
5、熟悉常见消息队列原理，有Kafka、Plusar、RocketMQ等项目源码阅读经验优先； 
6、优秀的自我驱动力和责任心，良好的沟通表达能力和团队合作精神，学习能力强有责任心，不断挑战自己。
加分项：
1、有海外电商经验者优先，熟悉多国家、多语言环境下的架构设计者优先； 
2、大型互联网系统（广告、搜索、推荐）开发经验者优先。",30000,60000
275,上海市,上海从鲸信息技术有限公司,本科,3-5年,跨境搜索推荐-大数据研发工程师,30000-60000元/月,"岗位职责
1、负责搜索推荐服务数据体系的研发设计和建设，通过数据产品和数据服务等方式，赋能商家、运营的业务增长；

2、负责搜索推荐服务的数据建设、数据服务化的设计、开发、性能优化，为上层分析和挖掘提供可靠、统一的离线+实时数据服务；

3、负责搜索推荐场景的用户画像、正倒排索引开发；

4、负责搜索推荐系统的实时监控大盘、实验指标监控、数据质量监控等功能的开发。

任职要求
1、计算机相关专业，本科及以上学历，1-5年大数据开发相关工作经验，有电商搜索/推荐系统相关研发经验者优先；

2、熟悉Kafka/Spring/MyBatis/Elastic Search/Redis等相关开发技术；

3、精通Java/Python/Scala等至少一门语言，熟悉Hadoop/Spark/Hive/HBase/Flink等大数据研发工具；

4、对流式计算系统有深入的了解，深入掌握Flink DataStream、FlinkSQL、Flink Checkpoint、Flink State等模块，有Flink源码阅读经验优先；

5、熟悉常见消息队列原理，有Kafka、Plusar、RocketMQ等项目源码阅读经验优先；

6、优秀的自我驱动力和责任心，良好的沟通表达能力和团队合作精神，学习能力强有责任心，不断挑战自己。

加分项
1、有海外电商经验者优先，熟悉多国家、多语言环境下的架构设计者优先；

2、大型互联网系统（广告、搜索、推荐）开发经验者优先。",30000,60000
276,上海市,上海南洋万邦软件技术有限公司,博士,不限,大数据平台/运营架构师（海归博士）,30000-40000元/月,"职位描述：
1、负责项目数据平台整体规划、技术路线、架构设计、平台开发和运营；
2、设计并优化大数据架构，包括数据采集、数据治理、数据安全、数据仓库、数据应用等，支撑各个委办局对数据的使用需求；
3、推动项目数据安全治理体系建设，满足数据安全合规要求；
4、负责数据团队工作管理及能力提升。

任职要求：
1、海外知名高校博士学位，软件工程、计算机、信息管理与信息系统、大数据等相关专业，具备相关研究经验，博士应届生也可；
2、熟悉Hadoop、Spark、Flink、Kafka、Hive、HBase等主流大数据系统原理及源码，熟悉MySQL、Oracle等数据库；
3、熟悉SpringCloud，Dubbo等微服务框架，有容器/微服务、中间件、开源大数据、基础云服务等技术积累和实战经验；
4、对数据采集、数据开发、数据分析、数据建模、算法等有深刻认识和实战经验，具备大规模系统的故障诊断与性能优化能力；
5、负责过多条大数据业务线或整个产品线的业务架构工作，组织过中等以上规模项目者优先，有企业级应用大数据行业经验优先；
6、在大数据架构、产品、技术等方面有深入思考和中长期的产品和技术视野，对技术架构演进有清晰、成熟的思路。",30000,40000
277,上海市,上海寻梦信息技术有限公司,本科,3-5年,大数据研发工程师-离线计算方向,40000-70000元/月,"岗位职责
1. 负责大数据查询引擎 Hive、Spark、Presto 的研发工作，强化稳定性，优化能效，提升扩展性以应对增长的用户需求。
2. 构建基于 Delta Lake、Iceberg 为基础的结构化、半结构化存储解决方案。
3. 深入理解系统软硬件特性，关注线上运行状态，分析和解决线上问题，推动业务需求的解决方案落地。

任职要求
1. 扎实的计算机理论和编程基础，了解常用的数据结构和算法。
2. 熟练掌握 Java 语言，良好的代码风格和测试习惯，熟悉软件开发流程。
3. 较强的学习能力和自驱力，良好的沟通能力。

加分项
1. 参与或主导线上系统研发，在大规模、高性能、高并发领域有一手开发运维经验者优先。
2. 在分布式查询、调度或其他任一领域有深入一手经验。在 Hadoop 生态系统（HDFS，YARN，Hive，Spark，Presto，HBase 等）有开发或开源社区贡献经验者优先。
3. 熟悉底层系统，包括但不限于存储、网络、OS，在线上稳定性分析和优化有实战经验者优先。",40000,70000
278,上海市,上海寻梦信息技术有限公司,本科,3-5年,大数据研发工程师-资源调度方向,40000-70000元/月,"岗位职责
1. 负责⼤数据资源调度系统 YARN 的设计和研发⼯作，解决集群规模增⻓带来的技术挑战，提⾼集群稳定性、可扩展性，深度优化资源调度策略和性能，提升资源利⽤效率。
2. 负责 公司在离线混部系统 的设计和研发⼯作，解决混部场景下，在离线资源复⽤、协调、隔离等问题，保证业务稳定性，提升在离线集群的资源利⽤效率。
3. 深⼊理解系统软硬件特性，关注线上运⾏状态，分析和解决线上问题，推动业务需求的解决⽅案落地。

任职要求
1. 扎实的计算机理论和编程基础，了解常⽤的数据结构和算法。
2. 熟练掌握 Java/C++/Go 语⾔中的⼀种，良好的代码⻛格和测试习惯，熟悉软件开发流程。
3. 较强的学习能⼒和⾃驱⼒，良好的沟通能⼒。

加分项
1. 参与或主导线上系统研发，在⼤规模、⾼性能、⾼并发领域有⼀⼿开发运维经验。
2. 深⼊了解 HADOOP / Kubernetes ⽣态, 有开发或开源社区贡献经验。
3. 深⼊了解 Docker / LXC 等容器化技术。
4. 深⼊了解 Linux Kernel，在线上稳定性分析和优化有实战经验。",40000,70000
279,上海市,北京字跳网络技术有限公司,本科,3-5年,OLAP引擎&大数据系统架构师,40000-70000元/月,"职位描述
1、打造业界领先的全球化多机房离线数仓架构，支撑字节跳动相关产品线（如抖音、今日头条）；
2、建设统一大数据查询入口，支持跨引擎统一 SQL 优化(例如物化视图)、智能调度和智能参数调优等；
3、在 Spark SQL，Presto, Hudi 和 Flink 等计算引擎和组件的基础上，基于引擎组件特性，提供简单易用高性能的 OLAP 查询服务；
4、工作范围包括但不限于统一 SQL 优化器、数仓架构设计、批流一体 SQL 查询服务、大数据元数据服务和权限服务的设计和研发；
5、参与需求对接，技术调研和方案设计，善于理解并抽象业务需求，形成高效的技术方案并推动落地。

职位要求
1、精通 Java/Scala 语言，包括JVM、类装载、多线程、并发、IO资源管理、网络；
2、熟悉至少一种主流大数据系统，包括 SparkSQL/Hive/Presto/Flink 等；
3、熟悉 SQL 优化规则者优先(请注明)，包括但不限于 Calcite，Spark Catalyst 等；
4、扎实的计算机基础，对技术有热情，愿意不断尝试新技术和业务挑战；
5、具备大规模系统的故障诊断与性能优化能力，具备快速定位线上问题和快速Debug的能力；
6、具备较强的项目推动能力和业务理解能力，能推动技术项目在业务侧的落地。",40000,70000
